start	end	text
2160160	2163160	叫做消除极变
2163160	2165160	来大家记一下消除极变
2165160	2168160	那么在咱们标定板标定的过程中
2168160	2170160	可能会出现一些极变
2170160	2172160	那么极变的话
2172160	2175160	大致分为两大类
2175160	2178160	叫做镜像极变
2178160	2181160	和切像极变
2209160	2213160	然后其中镜像极变
2213160	2219160	指的就是由于光照的折射
2219160	2223160	导致目标弯曲
2223160	2227160	由痛形弯曲
2227160	2239160	还有震形弯曲
2239160	2242160	那么这两种弯曲
2242160	2245160	是不是就是通过光照的折射导致的
2245160	2247160	那么这两个极变
2247160	2248160	这两个弯曲
2248160	2250160	就是老师刚刚画的那种
2250160	2252160	原本你是一个矩形
2252160	2255160	但是你拍得的效果
2255160	2257160	那么整形
2257160	2259160	痛形弯曲是什么弯曲
2259160	2261160	是不是就类似一个桶
2261160	2262160	原本你是一个矩形
2262160	2263160	但是你左右两边
2263160	2266160	是不是就有点往外图
2266160	2268160	是不是
2268160	2270160	这是痛形弯曲
2270160	2271160	那整形弯曲呢
2271160	2273160	像枕头一样
2273160	2274160	往内凹
2274160	2276160	这个能理解吧
2276160	2278160	往内凹的弯曲
2278160	2281160	就叫做整形弯曲了
2281160	2284160	那么它都统称为镜像极变
2284160	2287160	就是由于受到光的折射
2287160	2288160	所导致
2288160	2290160	原本你正常的一个矩形
2290160	2291160	拍完之后
2291160	2292160	要么捅撞
2292160	2293160	要么整撞
2293160	2295160	这个能理解吧
2295160	2299160	然后第二种叫做切像极变
2299160	2304160	指的就是由于相机镜头
2304160	2311160	与目标不完全平行
2311160	2312160	也就是说
2312160	2318160	安装略有倾斜
2318160	2319160	那么你拍的物体
2319160	2322160	是不是就是近大原小
2322160	2323160	是不是
2323160	2325160	是不是近大原小
2325160	2327160	那么既然有倾斜
2327160	2332160	那么就导致近大原小
2332160	2336160	然后会使目标
2342160	2347160	画面呈现T型效果
2347160	2349160	原本你是个矩形的
2349160	2352160	但由于你的相机不平行
2352160	2354160	那么拍得的效果
2354160	2357160	是不是就这样子的T型
2366160	2367160	那么你看看
2367160	2368160	老实话的这个图
2368160	2371160	是不是就是有种立体感
2371160	2374160	然后目标是不是就是近大原小
2374160	2375160	是不是
2375160	2377160	你把它理解成一张纸
2377160	2378160	谈到桌上
2378160	2381160	是不是就是从斜着的角度去拍
2381160	2382160	是不是
2382160	2384160	是不是就是拿斜着的角度
2384160	2385160	去看这个纸
2385160	2387160	是不是就是T型状态
2387160	2389160	这个就是因为你的相机
2389160	2391160	没有保持垂直角度拍
2391160	2393160	而是有一定的倾斜角
2393160	2394160	去拍目标
2394160	2396160	就会造成这种现象
2396160	2398160	能理解不
2398160	2400160	能理解不
2400160	2402160	这就是这两种机面
2402160	2403160	一个进向机面
2403160	2404160	一个切向机面
2404160	2406160	那么有这些机面
2406160	2407160	该是怎么解决
2407160	2409160	通过我们的标定板标定
2409160	2412160	到时候我们再使用标定板的过程中
2412160	2414160	会拿同一个标定板
2414160	2415160	在不同的方向
2415160	2418160	不同的区域进行拍照
2418160	2420160	那么机面有机面
2420160	2422160	它在计算矯正的时候
2422160	2425160	就会把你的机面也算进去
2425160	2428160	进而把你的机面给消掉
2428160	2429160	能理解不
2429160	2431160	能理解不
2431160	2433160	能理解不
2433160	2435160	这就是他们标定板
2435160	2437160	工具的一个作用了
2437160	2439160	大家自己跟他写一下
